gender,race_ethnicity,first_gen,international_student,financial_aid_status,engagement_variance,sleep_schedule_drift,social_activity_decline,academic_trend,missed_class_streak,financial_stress_flag,help_seeking_flag,self_report_score,support_recommended
female,black,1,0,loans_only,0.1571,0.1668,-0.2939,0.1605,2,0,0,65.91,0
male,white,1,0,pell_grant,0.3268,0.2838,-0.1945,-0.2016,4,1,0,57.22,0
female,white,0,0,none,0.1918,0.1079,-0.105,0.2549,3,0,0,80.8,0
male,white,1,0,loans_only,0.455,0.2168,-0.349,-0.1456,2,0,0,57.85,0
male,white,1,0,both,0.7169,0.4831,0.0,-0.4028,2,1,0,69.29,1
female,white,0,0,none,0.2122,0.1626,-0.2122,0.4678,0,0,1,60.16,0
non_binary,white,1,0,loans_only,0.561,0.5218,0.0,0.5664,1,0,0,65.82,0
female,white,0,0,pell_grant,0.3186,0.3301,-0.2795,0.3171,3,0,0,61.95,0
female,white,1,0,loans_only,0.4465,0.163,0.0,0.4174,1,0,0,79.19,0
male,asian,0,1,none,0.7643,0.4633,-0.118,-0.1717,1,0,0,58.29,1
male,hispanic_latino,0,0,loans_only,0.464,0.1275,-0.516,0.2791,1,0,0,54.86,0
male,white,0,0,pell_grant,0.4622,0.4144,-0.453,-0.052,3,1,0,63.25,1
non_binary,white,1,0,pell_grant,0.3463,0.1481,-0.1389,0.3145,3,0,0,62.42,0
female,hispanic_latino,1,0,both,0.2235,0.3866,-0.2571,-0.2551,4,1,0,60.32,1
female,native_american,1,0,both,0.8034,0.2073,-0.0924,0.1988,1,1,0,68.44,1
female,white,1,0,loans_only,0.3311,0.2769,-0.2157,0.14,1,1,0,46.3,0
female,asian,1,0,pell_grant,0.2443,0.2013,-0.5033,-0.1532,1,1,0,87.84,1
male,multiracial,0,0,both,0.2955,0.2361,-0.1282,0.0766,2,1,1,52.79,0
female,black,1,0,both,0.2155,0.4862,-0.1366,-0.1713,0,1,0,57.11,1
male,hispanic_latino,0,0,none,0.6407,0.3605,-0.1013,-0.1358,0,0,0,63.41,0
female,white,1,0,loans_only,0.3155,0.277,0.0,0.2456,1,0,0,66.11,0
female,white,1,0,none,0.2658,0.3728,-0.1673,0.2911,2,0,0,82.95,0
male,black,0,0,loans_only,0.2721,0.232,0.0,0.3276,2,0,0,59.46,0
female,other,1,0,both,0.4912,0.3703,0.0,-0.0892,6,1,0,70.32,1
male,hispanic_latino,0,0,loans_only,0.2566,0.25,-0.3252,0.2637,1,0,0,59.01,0
male,white,0,0,pell_grant,0.1656,0.337,-0.1298,-0.1298,2,1,0,58.06,0
male,white,0,0,none,0.2233,0.2874,-0.2034,0.1118,2,0,0,74.01,0
male,white,1,0,none,0.2467,0.3064,-0.4145,0.2363,3,0,0,71.2,0
male,prefer_not_to_say,0,0,none,0.6054,0.1555,0.0,-0.0283,2,0,1,83.42,0
female,white,1,0,loans_only,0.4483,0.1139,-0.1342,0.4862,2,0,0,68.63,0
male,white,1,0,pell_grant,0.4816,0.3009,-0.327,-0.1712,3,0,0,74.61,0
female,hispanic_latino,1,0,loans_only,0.5745,0.4388,-0.5805,0.1244,1,0,0,71.75,0
female,white,0,0,pell_grant,0.5339,0.397,-0.4112,-0.4091,2,1,0,58.56,1
male,white,0,0,none,0.2199,0.2629,-0.3308,-0.0767,0,0,0,62.81,0
male,white,1,0,loans_only,0.3785,0.3944,-0.2123,0.0349,1,0,0,73.8,0
male,hispanic_latino,0,0,none,0.3472,0.4409,-0.0338,-0.2363,2,0,0,61.86,0
male,white,1,0,loans_only,0.6673,0.0947,-0.1794,-0.0032,3,1,0,60.79,1
male,white,0,0,none,0.182,0.4487,-0.3586,0.4102,1,0,0,88.41,0
male,hispanic_latino,1,0,none,0.4892,0.4003,-0.3078,-0.1375,1,0,0,83.44,0
female,black,1,0,none,0.4419,0.445,0.0,-0.3565,0,0,0,84.86,1
female,hispanic_latino,1,0,pell_grant,0.4312,0.6382,-0.3725,0.1106,3,0,0,73.64,0
female,hispanic_latino,0,0,loans_only,0.2558,0.4637,-0.2432,0.2933,1,0,0,61.28,0
male,hispanic_latino,1,0,both,0.1288,0.1732,0.0,0.1375,0,0,0,37.5,0
female,black,0,0,none,0.3008,0.1954,-0.2374,0.157,3,0,0,73.82,0
female,white,0,0,pell_grant,0.1299,0.1755,-0.6641,-0.3714,2,1,0,49.02,1
female,white,0,0,loans_only,0.5041,0.1819,0.0,-0.0971,8,1,1,46.45,1
male,black,0,0,loans_only,0.421,0.291,-0.0386,-0.0515,3,1,0,69.05,0
female,white,0,0,loans_only,0.2756,0.3899,-0.2052,-0.676,4,1,0,43.34,1
female,white,0,0,loans_only,0.2439,0.2449,-0.3404,0.1163,2,0,0,67.5,0
female,white,1,0,both,0.7933,0.4873,0.0,0.3294,4,1,0,48.33,0
female,asian,1,0,loans_only,0.4009,0.5451,0.0,-0.3385,11,1,0,42.42,1
female,asian,0,0,none,0.111,0.2715,-0.1865,-0.3133,0,0,0,65.52,0
male,white,1,0,pell_grant,0.3708,0.1613,-0.3955,-0.1282,2,1,0,63.75,1
female,white,0,0,pell_grant,0.31,0.3605,0.0,-0.127,3,0,0,63.01,0
female,white,0,0,pell_grant,0.2298,0.2637,-0.3779,0.4023,0,0,1,77.67,0
male,white,1,0,none,0.1951,0.1389,-0.0684,-0.0763,0,0,0,71.36,0
male,white,1,0,loans_only,0.6216,0.1061,0.0,0.0338,1,0,0,50.0,0
female,white,0,0,both,0.4313,0.4895,-0.0804,0.2665,2,1,0,58.13,0
female,black,1,0,pell_grant,0.4345,0.477,-0.2764,-0.0621,4,1,0,81.7,1
male,other,1,0,loans_only,0.4119,0.495,-0.3021,0.0727,4,0,0,45.54,0
male,white,0,0,both,0.5423,0.3198,-0.0953,0.0556,2,0,0,76.78,0
female,white,1,0,pell_grant,0.3136,0.2103,-0.353,-0.0881,4,0,0,58.89,0
male,hispanic_latino,0,0,both,0.2593,0.3288,-0.0969,-0.2799,0,0,0,82.5,0
female,white,0,0,loans_only,0.113,0.2611,-0.051,0.0278,0,0,0,65.98,0
female,white,0,0,none,0.304,0.2734,-0.2187,0.1444,2,0,0,91.95,0
female,white,0,0,loans_only,0.2241,0.2977,-0.3292,0.1452,2,0,0,84.49,0
male,hispanic_latino,0,0,pell_grant,0.2114,0.4151,-0.1721,0.1345,3,0,0,66.31,0
female,white,0,0,both,0.2691,0.4687,-0.2424,0.3382,1,0,0,53.71,0
female,white,1,0,none,0.1924,0.1138,-0.5167,0.2751,2,0,0,66.05,0
female,black,0,0,loans_only,0.2676,0.1587,-0.3036,0.2067,2,0,0,50.06,0
female,white,0,0,pell_grant,0.3669,0.2215,-0.4796,0.0491,0,0,1,74.01,0
female,asian,1,0,pell_grant,0.3508,0.2245,-0.3035,0.0732,1,0,0,81.44,0
female,white,1,0,pell_grant,0.4756,0.1069,-0.4019,-0.3917,0,0,0,75.27,1
male,white,0,0,loans_only,0.2822,0.2977,0.0,-0.1723,0,0,0,79.55,0
female,white,0,0,none,0.2844,0.6742,-0.057,0.5268,1,0,0,83.96,0
female,asian,1,0,none,0.2927,0.2655,-0.1295,0.2627,2,0,0,97.44,0
male,white,1,0,loans_only,0.5974,0.2174,-0.0872,0.5058,7,1,0,58.29,0
female,white,0,0,none,0.3531,0.244,0.0,0.1723,1,0,0,84.59,0
female,white,1,0,pell_grant,0.5226,0.3779,-0.3857,0.3526,4,0,0,44.79,0
male,prefer_not_to_say,1,0,none,0.5373,0.3236,0.0,-0.3426,3,0,0,52.88,0
male,native_american,1,0,none,0.6162,0.226,-0.3226,-0.3683,0,0,0,87.87,1
female,hispanic_latino,0,0,pell_grant,0.3037,0.4869,0.0,0.4941,0,0,1,61.89,0
female,white,1,0,pell_grant,0.2725,0.2991,-0.4377,0.0617,6,1,0,68.84,1
female,white,0,1,none,0.383,0.0856,-0.0677,0.4146,0,0,0,59.23,0
female,white,1,0,both,0.3182,0.1475,-0.0666,0.0958,1,0,0,75.52,0
male,white,0,0,none,0.259,0.11,-0.1527,-0.0575,2,1,0,83.18,0
male,multiracial,0,0,none,0.5098,0.2416,-0.1185,0.4811,2,0,0,57.97,0
female,hispanic_latino,1,0,loans_only,0.3871,0.2304,-0.3776,-0.2877,3,0,0,66.24,1
female,white,1,0,none,0.2149,0.1331,-0.2581,-0.0073,0,0,0,89.37,0
female,black,1,0,pell_grant,0.3899,0.3415,-0.0029,-0.0132,0,0,0,89.97,0
female,white,0,0,none,0.3589,0.133,-0.2629,0.1293,4,0,0,66.58,0
female,hispanic_latino,1,1,none,0.1693,0.4057,-0.3272,0.0085,1,0,0,77.65,0
female,white,0,0,pell_grant,0.5895,0.1326,-0.0269,0.11,4,1,0,52.87,1
male,white,0,0,both,0.2633,0.32,-0.287,0.2335,1,0,1,60.99,0
male,white,0,0,both,0.2798,0.3234,-0.2229,0.46,1,0,0,74.94,0
male,white,1,0,none,0.4585,0.2547,0.0,-0.2922,1,1,0,57.69,1
male,multiracial,0,0,none,0.0943,0.6356,-0.3333,-0.2151,4,0,0,84.11,1
male,multiracial,0,0,both,0.2187,0.1739,-0.0631,0.012,0,0,0,73.08,0
non_binary,white,1,0,pell_grant,0.143,0.3514,-0.4329,-0.1708,1,1,0,51.81,1
female,black,0,0,both,0.3437,0.179,-0.3107,-0.1482,1,0,0,64.3,0
female,white,0,0,loans_only,0.2339,0.2694,-0.2563,0.0649,2,0,0,69.23,0
female,white,0,0,none,0.2654,0.2148,-0.1151,0.1055,2,0,0,61.21,0
male,white,0,0,none,0.4833,0.1935,-0.058,-0.0473,0,0,0,63.67,0
male,white,1,0,both,0.31,0.4208,-0.339,-0.2773,1,0,0,64.97,0
female,white,0,0,pell_grant,0.2365,0.1363,-0.1638,0.706,1,0,0,71.08,0
male,black,0,0,both,0.6319,0.1466,-0.2903,0.2468,1,0,0,74.89,0
male,black,1,0,pell_grant,0.3341,0.5107,-0.0922,-0.0883,0,0,0,71.39,0
male,white,0,0,loans_only,0.3159,0.3923,-0.156,0.2398,3,0,0,63.14,0
female,white,1,1,pell_grant,0.461,0.0947,-0.1898,0.1563,2,0,0,83.76,0
female,hispanic_latino,1,0,both,0.5747,0.2943,-0.2803,-0.1717,2,0,0,49.09,0
female,multiracial,0,1,both,0.3457,0.4102,0.0,-0.035,1,1,0,57.57,0
female,white,0,0,none,0.089,0.2193,-0.1789,0.1217,1,0,0,68.42,0
male,white,1,0,pell_grant,0.4033,0.5669,-0.2418,0.519,2,0,0,61.59,0
female,multiracial,1,0,both,0.7417,0.2738,-0.0069,0.3795,1,0,0,72.9,0
female,hispanic_latino,0,0,pell_grant,0.4712,0.6295,0.0,0.0839,2,0,0,64.45,0
female,black,1,0,pell_grant,0.2605,0.3247,-0.0219,0.0128,1,1,0,62.93,0
male,white,1,0,none,0.3479,0.1655,-0.2841,0.5353,6,0,0,75.49,0
female,multiracial,0,0,both,0.1858,0.2434,-0.0627,-0.3961,2,0,0,84.14,0
non_binary,asian,0,0,none,0.3633,0.0985,-0.2428,0.5498,0,0,0,80.52,0
female,white,1,0,loans_only,0.6161,0.3186,-0.2151,-0.2329,2,1,0,50.31,1
male,white,0,0,pell_grant,0.1497,0.5461,-0.1073,0.5384,3,0,1,59.1,0
female,hispanic_latino,0,0,none,0.2607,0.3789,-0.1812,-0.22,1,0,0,58.82,0
female,white,0,0,pell_grant,0.2848,0.1255,-0.2187,0.5131,1,0,0,84.79,0
prefer_not_to_say,white,0,0,both,0.2386,0.332,-0.2699,0.1703,4,1,0,62.96,1
male,white,0,0,loans_only,0.1681,0.2425,-0.0286,0.4263,0,0,0,62.58,0
male,white,1,0,loans_only,0.2509,0.2321,0.0,0.0123,2,0,0,72.21,0
male,asian,1,1,both,0.5636,0.1644,-0.1312,-0.0748,2,1,0,53.86,0
female,white,1,0,pell_grant,0.4409,0.2012,0.0,-0.1624,1,1,0,73.29,0
male,white,0,0,pell_grant,0.3649,0.5802,-0.3516,-0.0702,1,0,0,51.11,0
female,hispanic_latino,1,0,none,0.7039,0.3888,-0.0589,-0.2733,4,0,0,66.56,1
male,hispanic_latino,0,0,loans_only,0.5505,0.273,-0.0447,0.0566,2,0,0,67.28,0
male,white,0,0,none,0.5271,0.3504,-0.2987,0.1965,1,0,0,71.44,0
male,white,0,0,loans_only,0.1266,0.1405,-0.3173,0.0191,1,1,0,52.01,0
male,white,0,0,none,0.694,0.2423,-0.0912,-0.0425,4,0,0,73.04,0
male,asian,0,0,loans_only,0.3587,0.4968,-0.2253,0.096,3,1,0,67.77,1
female,white,1,0,loans_only,0.5826,0.1911,-0.4826,0.3176,0,0,0,55.78,0
female,white,0,0,none,0.4621,0.2636,-0.5407,0.1736,2,1,1,78.91,0
male,multiracial,1,0,none,0.3171,0.1856,0.0,-0.2199,1,0,0,72.76,0
male,white,0,0,loans_only,0.2131,0.4003,0.0,0.156,0,0,0,75.93,0
female,asian,0,0,none,0.6623,0.3875,-0.2483,-0.0881,2,0,0,65.28,1
male,black,1,0,pell_grant,0.5804,0.1379,-0.1928,0.2188,1,0,1,74.39,0
female,white,1,0,none,0.387,0.1695,-0.1533,-0.0092,3,0,0,70.15,0
male,multiracial,0,0,pell_grant,0.3854,0.1429,-0.2437,0.2691,2,0,0,63.17,0
male,white,0,0,none,0.2616,0.3778,0.0,0.5983,4,0,0,62.86,0
female,asian,0,0,none,0.5221,0.2608,-0.0283,0.3651,2,1,0,47.81,0
female,white,0,0,loans_only,0.3335,0.4081,-0.2907,-0.4469,8,1,0,59.98,1
male,white,1,0,none,0.4698,0.151,-0.2107,0.1288,3,0,0,40.5,0
female,white,0,0,none,0.2188,0.3177,0.0,0.2002,0,0,0,55.12,0
prefer_not_to_say,white,1,0,loans_only,0.2673,0.126,0.0,0.0513,1,0,0,73.37,0
female,white,0,0,loans_only,0.2746,0.3238,0.0,0.0982,2,0,0,63.78,0
female,white,0,0,loans_only,0.31,0.235,-0.2722,0.3701,1,0,0,56.65,0
female,white,0,0,both,0.1486,0.1978,-0.2408,-0.0763,3,0,0,82.31,0
male,white,0,0,pell_grant,0.6416,0.5016,0.0,0.0608,1,0,0,67.38,0
male,white,1,0,pell_grant,0.4467,0.2485,-0.1056,-0.0101,1,0,0,81.73,0
male,hispanic_latino,0,0,pell_grant,0.3386,0.1627,0.0,0.8021,3,0,0,53.78,0
non_binary,hispanic_latino,0,0,pell_grant,0.2835,0.3162,-0.1994,-0.1668,1,1,0,59.75,0
male,hispanic_latino,0,1,both,0.4062,0.4938,-0.0782,-0.0842,3,1,0,49.12,0
female,hispanic_latino,0,1,pell_grant,0.4849,0.1929,-0.2835,-0.03,2,0,0,48.25,0
female,white,1,0,both,0.1518,0.2471,0.0,-0.0898,4,1,0,68.25,1
male,white,0,0,pell_grant,0.3904,0.3958,0.0,0.4377,2,0,0,66.4,0
female,black,1,0,none,0.5604,0.2589,-0.0598,0.4097,3,0,0,59.35,0
male,white,1,0,none,0.4633,0.1715,-0.5396,-0.1224,1,0,0,63.62,0
male,hispanic_latino,1,0,both,0.1508,0.5722,-0.2248,-0.1412,1,1,0,61.77,1
male,white,1,0,both,0.4189,0.2558,-0.0317,0.2524,2,0,0,89.72,0
male,white,1,0,loans_only,0.3399,0.1656,0.0,0.0021,6,0,1,64.62,0
male,white,0,0,none,0.4824,0.4711,-0.1628,0.314,1,0,0,59.81,0
male,hispanic_latino,1,0,none,0.1908,0.3252,-0.2624,-0.3608,5,1,0,67.38,1
male,multiracial,0,0,both,0.3095,0.2799,-0.0319,0.1518,1,0,0,82.34,0
female,hispanic_latino,1,0,pell_grant,0.3515,0.187,-0.0799,-0.4097,0,0,0,61.37,0
female,black,0,0,pell_grant,0.5378,0.2168,-0.1281,-0.1923,2,1,0,65.9,1
female,hispanic_latino,0,0,pell_grant,0.6039,0.2749,-0.3936,0.1325,3,1,0,40.48,0
male,multiracial,1,0,none,0.2722,0.3386,-0.0126,0.3584,6,0,0,65.85,0
male,black,1,0,none,0.1844,0.1926,0.0,0.1527,0,0,0,69.05,0
male,white,1,0,both,0.2898,0.1682,-0.0771,-0.4447,7,1,1,68.51,0
female,white,1,0,pell_grant,0.3903,0.6007,-0.1468,0.0879,6,1,1,53.42,0
male,multiracial,1,0,none,0.2913,0.5055,-0.3129,0.2788,2,0,0,49.09,0
female,hispanic_latino,1,0,pell_grant,0.5606,0.1747,-0.002,-0.0602,2,0,1,68.29,0
male,white,0,0,none,0.2716,0.2719,-0.0783,0.1191,0,0,0,89.51,0
female,black,0,0,both,0.4207,0.4659,-0.0017,-0.1921,1,0,0,80.71,0
male,white,1,0,pell_grant,0.2275,0.3627,-0.4956,0.4371,2,1,0,56.03,0
male,black,0,0,loans_only,0.3386,0.3643,0.0,-0.1249,3,1,0,62.14,1
female,hispanic_latino,0,0,loans_only,0.442,0.1287,-0.196,0.1444,0,0,0,73.29,0
female,asian,1,1,both,0.1908,0.2127,0.0,-0.3236,5,1,0,65.5,1
female,hispanic_latino,1,0,pell_grant,0.4472,0.3885,0.0,0.1758,3,1,0,64.89,0
female,white,0,0,pell_grant,0.3464,0.1546,-0.3536,0.2744,1,0,1,80.15,0
female,other,0,0,loans_only,0.3008,0.2982,-0.0225,0.1231,1,0,0,65.25,0
female,white,0,0,pell_grant,0.316,0.2371,-0.1728,-0.0905,2,0,1,75.11,0
female,black,1,0,both,0.383,0.2702,-0.1784,0.2558,1,1,0,63.65,0
female,white,0,0,both,0.2922,0.0885,-0.0332,0.4249,2,0,0,69.24,0
male,white,0,0,none,0.6804,0.2965,-0.1619,-0.2056,1,0,1,84.03,0
female,black,0,0,loans_only,0.5876,0.111,-0.0288,0.192,1,1,0,55.97,0
female,hispanic_latino,1,0,loans_only,0.1942,0.5312,-0.0566,-0.0878,2,0,0,64.1,0
male,multiracial,0,0,pell_grant,0.186,0.209,0.0,-0.0661,3,0,0,85.78,0
female,black,1,0,none,0.4924,0.3477,-0.1676,-0.2481,1,0,0,55.7,0
male,white,0,0,none,0.2213,0.0783,-0.0893,0.3597,0,0,0,68.94,0
male,asian,0,0,loans_only,0.2526,0.4137,-0.1983,-0.1073,2,0,0,47.12,0
male,multiracial,0,0,none,0.2587,0.2003,-0.4864,0.2913,2,0,1,69.47,0
female,other,0,0,pell_grant,0.5162,0.4992,0.0,0.1034,6,1,0,54.69,1
female,multiracial,0,0,loans_only,0.2795,0.1961,-0.4196,-0.1408,2,0,0,59.68,0
male,hispanic_latino,0,0,both,0.6768,0.1787,-0.5127,0.2375,1,1,0,62.29,1
male,black,0,0,loans_only,0.5015,0.2699,0.0,0.0037,2,0,0,77.52,0
female,hispanic_latino,0,0,loans_only,0.4437,0.6016,0.0,-0.1729,3,0,0,67.73,0
male,white,1,0,pell_grant,0.6009,0.3019,-0.1857,0.2901,1,1,0,73.02,1
male,black,0,0,both,0.3499,0.2592,-0.1614,-0.4438,1,1,0,56.82,0
male,white,1,0,loans_only,0.2063,0.2224,-0.4164,-0.3208,4,1,0,50.61,0
female,white,1,0,loans_only,0.6763,0.6109,0.0,-0.0998,1,0,0,55.91,0
female,white,0,0,both,0.4002,0.522,-0.1249,0.071,2,1,0,46.49,1
female,white,0,0,loans_only,0.3737,0.1805,-0.1962,-0.1434,1,0,0,61.84,0
female,black,1,0,loans_only,0.3659,0.4641,0.0,0.1653,3,0,0,66.58,0
male,white,0,0,loans_only,0.3722,0.2707,0.0,0.2954,4,1,0,62.01,0
female,hispanic_latino,0,0,pell_grant,0.1942,0.4328,0.0,0.0386,2,0,0,75.47,0
female,hispanic_latino,0,0,none,0.3613,0.3594,0.0,0.1395,2,0,0,71.13,0
female,hispanic_latino,0,0,none,0.2763,0.1673,-0.361,0.3031,1,0,1,81.63,0
male,white,0,0,none,0.2198,0.325,-0.2734,0.5027,1,0,0,51.02,0
male,hispanic_latino,0,0,none,0.2495,0.34,0.0,0.0011,3,0,0,66.69,0
male,white,0,0,none,0.4298,0.6187,-0.3711,0.1255,4,0,0,66.7,1
male,native_american,1,0,loans_only,0.3127,0.0929,-0.6284,-0.197,3,0,0,69.43,0
male,white,1,0,none,0.259,0.1595,0.0,0.043,1,0,0,65.27,0
female,multiracial,1,0,both,0.2397,0.2041,-0.2253,0.0274,2,0,0,80.53,0
female,white,0,0,both,0.3912,0.2548,-0.1186,-0.1387,4,1,0,70.3,1
male,white,0,0,none,0.4286,0.42,-0.5045,0.0395,1,0,0,60.02,0
male,multiracial,1,0,pell_grant,0.3343,0.6702,-0.0693,-0.2019,1,0,0,60.56,1
female,hispanic_latino,1,0,pell_grant,0.439,0.2063,-0.4274,0.1705,4,1,0,40.84,0
non_binary,white,0,0,loans_only,0.3449,0.1784,-0.0572,0.1956,0,0,0,61.75,0
female,hispanic_latino,0,0,both,0.649,0.1496,-0.2257,0.2953,0,0,0,59.85,0
male,white,0,0,loans_only,0.6382,0.2262,-0.2264,-0.1816,2,1,1,33.76,0
male,white,0,0,pell_grant,0.2768,0.2482,-0.3948,0.07,4,0,1,73.89,0
female,white,1,0,none,0.5787,0.2787,-0.496,0.2562,3,0,0,79.57,1
male,white,1,0,pell_grant,0.3323,0.157,-0.4306,0.3045,3,0,1,70.79,0
male,white,0,0,none,0.533,0.6043,-0.3267,-0.1273,5,0,0,49.84,0
male,white,1,0,loans_only,0.3538,0.2849,0.0,0.1058,1,0,0,52.18,0
male,asian,0,0,none,0.2599,0.4535,-0.286,-0.0204,3,0,0,50.41,0
female,white,0,0,loans_only,0.4953,0.2491,-0.2526,0.1527,2,1,0,61.51,0
female,white,0,0,loans_only,0.3224,0.2434,0.0,0.1473,2,0,0,72.51,0
female,white,1,0,pell_grant,0.2105,0.1118,-0.0227,0.0199,3,0,0,69.75,0
female,prefer_not_to_say,0,1,both,0.545,0.1477,-0.4585,-0.4084,1,1,0,39.2,0
female,white,0,0,pell_grant,0.5219,0.4406,0.0,-0.2875,1,0,0,86.77,1
female,white,1,0,pell_grant,0.7042,0.1357,0.0,0.0598,1,0,1,54.87,0
female,multiracial,0,1,loans_only,0.4312,0.0965,-0.0708,-0.045,3,0,0,75.12,0
female,white,0,0,loans_only,0.6847,0.4528,-0.1793,0.0943,2,0,0,74.69,1
female,white,0,0,both,0.3181,0.5919,-0.3934,-0.0145,4,1,0,54.46,1
female,black,0,0,none,0.4099,0.2396,0.0,0.7176,2,0,0,80.99,0
male,white,0,0,loans_only,0.3373,0.2581,0.0,0.4938,1,0,0,64.83,0
other_not_listed,white,0,0,loans_only,0.4653,0.2668,-0.8387,-0.393,3,1,0,59.73,1
male,hispanic_latino,0,0,pell_grant,0.3269,0.1736,0.0,-0.2422,2,0,0,61.13,0
female,prefer_not_to_say,1,0,loans_only,0.3737,0.3272,-0.2563,-0.0893,2,0,0,50.18,0
male,other,0,0,pell_grant,0.2473,0.2783,0.0,-0.025,7,1,0,45.4,0
female,hispanic_latino,1,0,both,0.4733,0.3093,-0.7312,-0.2623,2,1,0,48.85,1
male,white,0,0,both,0.3621,0.1984,-0.3184,0.4294,1,0,0,73.17,0
male,hispanic_latino,0,0,both,0.569,0.2332,-0.2542,-0.1639,4,1,0,60.5,1
female,multiracial,1,0,none,0.3312,0.2737,-0.3016,-0.2468,3,1,0,47.55,0
male,hispanic_latino,0,0,loans_only,0.4436,0.0649,-0.0324,-0.3668,1,0,0,71.01,0
male,white,1,1,pell_grant,0.3644,0.2867,0.0,0.124,0,0,0,69.52,0
female,native_american,1,0,pell_grant,0.471,0.2019,-0.4231,-0.0188,2,1,0,45.23,0
female,multiracial,0,0,none,0.5957,0.408,0.0,0.2243,2,0,0,50.32,0
male,white,0,0,none,0.2093,0.1192,-0.1497,-0.042,1,0,0,65.16,0
female,hispanic_latino,0,0,loans_only,0.1291,0.4127,-0.2874,0.1187,1,0,1,97.59,0
female,asian,1,0,pell_grant,0.3008,0.5237,-0.3768,0.1826,1,0,0,57.89,0
female,white,1,0,none,0.4085,0.1987,-0.5108,-0.137,0,0,0,74.91,0
non_binary,multiracial,0,0,pell_grant,0.6199,0.2302,0.0,0.1791,0,0,0,82.59,0
female,white,0,0,loans_only,0.3266,0.3208,0.0,-0.0919,2,1,0,71.44,0
non_binary,white,0,0,both,0.2407,0.5363,-0.4045,0.3129,0,0,0,67.82,0
male,multiracial,0,0,none,0.8046,0.6099,-0.2454,0.4599,3,0,0,61.85,0
female,multiracial,1,1,pell_grant,0.2408,0.2737,-0.2378,-0.1086,3,0,0,65.81,0
female,white,1,0,pell_grant,0.2169,0.5092,-0.0815,0.0523,2,0,0,89.42,0
male,asian,0,0,none,0.1513,0.2746,0.0,0.3705,2,0,1,61.5,0
female,hispanic_latino,1,0,none,0.3601,0.3553,-0.109,0.0064,3,0,0,60.58,0
female,asian,0,0,both,0.8115,0.596,0.0,-0.0427,3,0,0,56.25,1
female,white,0,0,loans_only,0.4816,0.3055,-0.2564,-0.2919,0,0,1,62.75,0
male,pacific_islander,1,0,none,0.2593,0.432,-0.1501,-0.5155,3,0,0,84.09,1
male,black,0,0,both,0.4116,0.1122,0.0,0.1406,5,1,0,58.73,0
female,black,0,0,loans_only,0.2797,0.699,-0.5448,0.2915,0,0,1,60.14,0
female,white,0,1,loans_only,0.2559,0.2205,-0.5501,-0.3015,4,1,0,73.27,1
female,white,0,0,loans_only,0.2612,0.3866,-0.0248,0.0459,0,0,0,85.59,0
male,white,0,0,both,0.1758,0.6671,0.0,0.4325,0,0,0,73.13,0
female,white,0,0,pell_grant,0.1704,0.3958,-0.2423,-0.1556,3,1,0,40.16,0
other_not_listed,multiracial,0,0,both,0.5277,0.3314,-0.0138,0.3264,0,0,0,56.57,0
male,hispanic_latino,0,0,both,0.19,0.208,-0.2556,0.2827,0,0,0,73.76,0
female,hispanic_latino,1,0,both,0.2294,0.2688,0.0,0.0274,3,0,0,66.94,0
male,white,0,0,loans_only,0.236,0.5169,0.0,0.2,1,0,0,69.67,0
male,black,1,0,pell_grant,0.2139,0.2638,-0.4423,0.2604,4,1,0,65.37,0
male,white,0,0,both,0.3193,0.1913,-0.1336,0.2421,1,0,0,70.0,0
female,black,0,0,loans_only,0.2966,0.3136,-0.1376,-0.3006,2,0,0,69.34,0
male,white,0,0,none,0.5202,0.1333,-0.2991,0.2179,0,0,1,79.36,0
female,white,1,0,loans_only,0.3149,0.3868,-0.0394,-0.2404,1,0,0,58.55,0
male,white,1,0,both,0.2243,0.2229,-0.3063,-0.3724,4,1,0,60.21,1
female,white,1,0,both,0.1728,0.1798,-0.516,0.0582,3,0,0,66.12,0
female,hispanic_latino,0,1,pell_grant,0.19,0.283,0.0,0.2524,0,0,0,68.24,0
non_binary,black,0,0,loans_only,0.2703,0.2144,0.0,0.296,1,0,0,46.18,0
female,white,0,0,loans_only,0.2372,0.3915,-0.403,0.1519,0,1,0,65.77,0
female,black,0,0,none,0.561,0.1778,-0.2617,0.3413,0,0,0,59.48,0
male,other,0,0,pell_grant,0.3499,0.1071,-0.4674,0.3066,2,0,0,66.52,0
female,black,0,1,loans_only,0.5628,0.3219,0.0,0.1471,1,0,0,53.47,0
male,hispanic_latino,0,0,none,0.6227,0.2462,0.0,-0.0313,1,0,0,67.11,0
male,white,0,0,pell_grant,0.4039,0.3541,-0.3062,-0.2573,4,1,0,40.71,1
female,hispanic_latino,1,0,both,0.5615,0.4569,-0.2605,-0.0926,1,0,1,55.71,0
male,white,1,0,loans_only,0.6252,0.1563,-0.2081,-0.589,2,1,0,71.83,1
non_binary,white,0,0,pell_grant,0.2219,0.3163,-0.3431,-0.1527,1,0,0,69.29,0
male,white,1,0,none,0.5046,0.268,-0.4369,0.0136,2,0,1,99.42,0
female,white,0,0,none,0.4055,0.4075,-0.0813,0.5553,2,0,0,56.96,0
male,white,0,0,loans_only,0.2607,0.3081,-0.4061,0.565,5,1,0,68.7,0
male,white,0,0,pell_grant,0.3448,0.393,-0.4557,0.6173,4,0,1,59.82,0
